class,AGCLS,corrosion_degree,dem,DMCLS,Drainage_degree,FIFTH_FRTP,landform,lithoidx,LV2_CODE,prec_aver,slope,soil_depth,soil_structure,soil_type,temper_aver
0,1,1,69.12057,1,4,1,4,12,210,106.83334,1.68475,4,10,3,11.25833
0,6,2,338.96793,3,1,9,1,12,310,107.83334,2.40321,3,4,13,10.55833
0,6,1,152.00844,3,2,15,1,34,330,105.66666,8.10944,2,4,13,11
0,6,2,422.24893,3,1,9,1,12,330,107.08334,18.52022,1,1,13,8.89167
0,1,2,575.54651,1,1,1,1,12,220,109.58334,4.13124,3,4,13,8.65833
0,1,1,22.15954,1,6,1,4,59,150,106.33334,1.85309,2,10,4,11.86667
0,6,1,815.37982,3,1,9,1,33,320,111.75,16.68008,2,2,13,7.81667
0,7,2,831.28265,4,1,15,1,60,320,114.58334,13.91612,3,4,13,7.81667
0,1,2,66.90007,1,2,1,2,66,150,106.33334,3.21833,3,7,8,11.275
0,1,1,552.40479,1,2,1,1,12,710,109.75,3.70303,3,7,13,8.65833
0,6,2,357.93796,3,1,6,1,47,,109.5,9.20426,2,4,13,9.8
0,3,2,183.43797,2,1,14,1,12,330,106.75,11.23554,3,4,13,10.78333
0,4,2,77.41668,2,2,6,1,60,310,107.41666,4.13484,3,7,13,11.6
0,7,1,626.57312,4,1,15,1,7,320,109.66666,12.35421,2,2,13,8.75833
0,5,1,163.75218,3,4,6,4,47,310,108.41666,9.98824,4,10,3,10.55
0,4,2,195.79295,2,1,9,1,12,320,106.41666,12.64364,3,4,13,10.78333
0,1,2,67.07726,1,1,1,1,56,210,107.83334,3.29021,2,4,13,11.18333
0,1,1,213.77228,1,4,1,4,12,220,107.58334,7.21237,4,10,3,10.63333
0,6,2,584.18933,3,1,9,1,33,320,109,21.44703,2,2,13,8.9
0,1,2,180.35916,1,1,1,2,12,220,97.66666,1.33679,3,4,8,11.575
0,1,1,650.8689,1,2,1,3,12,220,111,4.84881,2,4,11,7.925
0,1,1,65.52692,1,2,1,7,66,210,106.16666,0.23393,4,1,7,11.14167
0,6,1,208.67766,3,2,15,4,14,330,106.41666,8.04259,4,4,7,10.8
0,1,2,277.55872,1,1,1,2,12,220,101.58334,1.2102,3,4,8,10.7
0,1,2,159.46844,1,1,1,1,12,220,98.08334,3.86264,3,4,13,11.525
0,6,2,128.52597,3,1,9,1,34,320,106,8.03296,3,4,13,10.95
0,1,1,780.46692,1,2,8,1,12,320,112.33334,5.57225,3,7,13,7.86667
0,6,1,239.86606,3,2,4,4,12,320,97.58334,9.93592,4,4,7,10.925
0,3,2,547.54303,2,1,15,1,36,310,110.08334,19.91528,3,4,13,9.94167
0,5,2,255.72658,3,1,4,1,12,320,104.91666,18.86834,3,4,13,10.03333
0,6,2,777.32605,3,1,6,1,58,310,110.33334,22.4609,1,1,13,8.31667
0,4,2,298.32153,2,1,14,1,51,320,107.33334,22.96624,2,4,13,9.51667
0,6,2,456.69894,3,1,6,1,47,310,110.83334,23.92229,2,4,13,9.54167
0,7,1,773.78363,4,2,9,4,12,310,111.25,11.48435,4,4,7,7.35
0,4,2,906.74109,2,1,13,1,47,310,111.41666,9.7444,3,4,13,6.99167
0,3,2,75.04117,2,1,14,1,49,320,104.66666,5.76656,3,4,13,11.24167
0,1,999,66.20119,1,999,1,999,12,220,105.41666,2.15788,999,999,999,11.73333
0,6,2,138.26634,3,2,14,1,43,320,106.75,13.9353,2,4,13,10.175
0,1,1,81.91135,1,6,19,4,12,150,106.08334,1.45356,2,10,4,11.58333
0,1,1,26.13817,1,1,1,7,66,710,106.83334,7.74534,2,1,9,11.64167
0,1,2,214.50851,1,1,1,1,47,,108.91666,7.52247,2,4,13,10
0,1,1,46.16415,1,2,1,4,12,210,106.75,0.86555,4,4,7,11.56667
0,1,999,91.68114,1,999,1,999,12,320,104.58334,9.87664,999,999,999,11.325
0,5,2,215.086,3,2,15,1,2,320,107.41666,13.03108,2,4,13,10.34167
0,5,2,747.92566,3,1,6,1,7,320,109.41666,14.06588,2,4,13,8.84167
0,5,1,369.34915,3,2,6,1,37,330,106.25,13.40124,2,4,13,10.15833
0,5,1,882.10614,3,2,6,1,12,310,112,12.93118,3,7,13,7.55
0,1,1,329.74057,1,4,1,4,12,320,104.83334,3.54079,4,10,1,9.61667
0,1,2,230.91476,1,1,1,1,12,320,97.75,5.256,3,4,13,11.01667
0,4,1,192.59515,2,2,14,1,47,330,105.41666,19.432,2,4,13,9.93333
0,5,1,191.44531,3,4,4,4,12,210,106.25,7.85212,4,4,3,10.53333
0,6,2,843.40063,3,1,14,1,9,320,111.75,6.05289,1,4,13,8.3
0,8,1,422.5737,4,3,4,5,50,320,108.5,30.5991,4,4,2,9.08333
0,1,2,98.98262,1,1,1,2,12,220,107.25,3.92759,3,4,8,11.075
0,6,2,145.84698,3,1,4,1,49,320,106.08334,13.78759,3,4,13,10.89167
0,6,2,381.39609,3,1,4,1,7,320,106.25,11.54605,2,4,13,9.925
0,5,2,229.49832,3,1,15,1,69,320,107.5,9.61169,2,4,13,10.75833
0,1,999,196.92705,1,999,1,999,12,210,99.66666,0.22469,999,999,999,11.05
0,1,1,195.13844,1,1,1,1,7,210,104.41666,2.51023,2,2,13,10.69167
0,6,2,905.65186,3,1,6,1,68,610,112.91666,15.87661,2,4,13,7.49167
0,5,2,385.44742,3,1,9,1,14,330,108.91666,16.2454,3,4,13,10.18333
0,4,2,439.41418,2,1,9,1,7,320,106.08334,14.86877,2,4,13,9.95
0,1,1,8.47693,1,3,1,3,66,210,107.66666,0.44648,2,8,10,11.66667
0,4,1,398.89294,2,2,14,3,37,320,107.75,25.76466,3,5,10,9.875
0,1,1,298.86591,1,3,1,4,12,210,106.66666,11.61932,3,5,3,9.63333
0,3,1,132.51021,2,3,9,7,47,620,106.41666,4.77267,1,4,3,10.925
0,6,1,731.82574,3,1,15,1,7,310,110.83334,26.68728,2,2,13,8.95
0,1,1,247.82549,1,2,1,3,7,320,105,3.65261,3,5,10,10.51667
0,4,2,386.84805,2,1,15,1,12,330,109.25,14.82741,3,4,13,10.08333
0,1,2,70.07373,1,2,1,1,66,620,110.41666,0.89785,3,4,13,11.48333
0,4,2,166.43571,2,1,14,1,35,320,105.75,7.8643,3,5,13,10.90833
0,5,2,635.66699,3,1,6,1,12,310,108.08334,18.84829,3,4,13,9.05833
0,6,2,310.1467,3,1,9,1,47,330,110.16666,20.84217,3,4,13,10.15
0,1,1,19.23977,1,3,1,4,47,220,106.25,0.63028,4,12,2,11.74167
0,6,2,833.88794,3,1,9,1,18,330,113.83334,11.78177,1,1,13,8.325
0,4,3,210.71683,2,1,6,1,12,310,109.58334,22.19346,3,4,13,10.65
0,5,2,220.53873,3,1,9,2,64,320,111.41666,5.74676,3,4,8,11.15
0,1,2,738.02014,1,1,1,1,68,620,110.83334,14.68594,1,2,13,8.05833
0,4,2,112.21503,2,1,16,1,47,320,107.5,5.38855,2,4,13,11.38333
0,4,2,420.16843,2,1,9,1,7,330,105.5,17.81005,2,4,13,10.26667
0,4,1,340.94559,2,3,15,5,7,320,106.33334,8.73362,4,4,2,9.88333
0,4,2,221.65692,2,1,9,1,12,330,107.08334,16.25264,3,4,13,10.65
0,5,2,87.69122,3,1,16,2,12,330,106.58334,3.68834,3,4,8,11.09167
0,7,1,942.55487,4,2,9,1,50,310,114.91666,21.29829,3,7,13,6.9
0,1,1,29.21011,1,4,1,4,12,410,106.33334,1.41596,4,10,1,11.74167
0,1,1,128.71002,1,3,1,4,66,430,108.75,2.52555,4,4,7,10.80833
0,1,999,37.27551,1,999,1,999,66,710,106.25,0.03281,999,999,999,11.25833
0,6,2,368.52219,3,1,14,1,47,320,109.83334,20.17777,1,1,13,9.06667
0,1,2,356.27322,1,1,1,1,12,240,103.41666,8.65653,3,4,13,10.46667
0,4,2,351.89465,2,1,6,1,47,310,111.58334,15.52826,1,1,13,10.06667
0,5,2,333.25525,3,1,9,1,12,310,106.66666,5.53407,3,4,13,10.325
0,1,999,33.59076,1,999,1,999,12,710,110.08334,0.23901,999,999,999,11.675
0,3,1,696.19208,2,2,14,3,63,320,109.25,19.57411,2,4,9,8.50833
0,5,1,112.69557,3,2,14,3,47,320,107.41666,8.95695,3,5,7,10.825
0,3,2,302.81744,2,1,14,1,12,320,108.25,18.24389,3,4,13,10.28333
0,5,2,244.57108,3,1,6,1,47,310,107.66666,14.73126,3,4,13,10.78333
0,6,2,196.75116,3,1,9,1,12,320,107.16666,14.20407,3,4,13,10.59167
0,1,1,158.23735,1,2,1,4,56,320,106.08334,4.46004,4,4,7,10.21667
0,1,2,22.72537,1,2,1,2,66,210,107.66666,1.89763,3,7,8,11.7
0,1,1,65.69243,1,4,1,7,66,210,109.16666,0.69639,4,10,3,11.30833
0,5,2,609.66156,3,2,9,1,38,330,108.16666,30.4995,3,5,13,9.13333
0,5,2,280.86453,3,2,6,1,47,310,109,7.60979,3,4,13,10.175
0,1,1,82.35128,1,2,19,5,47,430,109.16666,6.63594,2,4,9,11.325
0,5,2,603.50946,3,2,4,1,9,320,108.75,15.55502,3,5,13,9.01667
0,1,1,162.36823,1,4,1,4,12,210,107.16666,2.54105,4,4,3,10.80833
0,7,1,639.42578,4,2,9,1,50,320,111.33334,13.69331,3,7,13,7.875
0,4,2,844.95996,2,1,15,1,63,320,110.08334,20.60491,3,4,13,8.425
0,1,2,385.97418,1,1,1,1,12,320,108.25,10.97131,3,4,13,9.25833
0,5,1,589.04346,3,2,6,3,12,330,112.83334,25.01779,2,1,9,8.85833
0,4,1,80.69617,2,4,4,4,44,320,108,7.48972,4,10,3,11.30833
0,5,2,145.57106,3,1,6,1,47,310,110.08334,6.05234,3,4,13,10.88333
0,5,1,273.20166,3,2,15,3,35,330,106,13.09185,2,4,9,10.7
0,1,1,643.38275,1,2,1,4,12,220,109.75,1.179,4,4,7,7.90833
0,5,1,87.61846,3,6,9,4,12,320,107.5,5.45335,2,10,4,11.175
0,1,1,176.25009,1,3,1,4,12,220,107,6.02365,4,12,2,10.925
0,7,2,491.27527,4,1,15,1,12,330,107.33334,25.98826,3,4,13,10.14167
0,5,999,265.46362,3,999,4,999,7,220,105.58334,8.63416,999,999,999,10.45
0,4,1,804.27448,2,1,9,1,12,310,109.75,15.14557,2,3,13,8.01667
0,1,2,80.29948,1,2,1,2,12,210,106.83334,1.91743,3,7,8,11.25
0,1,3,79.32961,1,2,1,2,12,220,105.83334,1.48161,3,7,8,11.225
0,4,2,306.31924,2,1,9,1,12,310,107.58334,23.35001,3,4,13,10.34167
0,1,1,50.1547,1,2,1,4,12,150,107,1.19137,4,4,7,11.775
0,5,2,704.18146,3,1,4,1,68,320,110.58334,8.3205,2,4,13,8.19167
0,1,1,82.73458,1,2,1,4,66,210,107.33334,0.8176,4,4,8,11.23333
0,4,2,304.87247,2,1,15,1,12,320,105.58334,13.03411,3,4,13,9.95
0,4,1,258.33209,2,2,15,3,12,320,106.16666,10.35952,3,5,7,10.51667
0,6,2,1069.15662,3,1,9,1,63,310,116.16666,16.89444,1,1,13,6.825
0,5,3,119.06194,3,1,16,1,12,330,106.91666,10.88454,3,4,13,11.05
0,1,999,222.75998,1,999,1,999,12,710,105.5,0.83971,999,999,999,10.55833
0,6,2,249.1799,3,1,4,1,12,320,106.25,12.38772,3,4,13,10.46667
0,5,1,257.84192,3,2,9,3,47,310,108.16666,13.95201,2,1,9,10.04167
0,4,2,105.75108,2,2,9,1,47,330,107.66666,1.9503,3,4,13,11.075
0,1,2,200.14442,1,1,1,1,66,210,106.66666,5.6866,2,4,13,10.06667
0,1,2,47.10686,1,2,1,1,47,220,105.5,6.03892,3,4,13,11.74167
0,6,1,267.8175,3,3,4,5,7,320,105.16666,4.19416,4,4,2,10.48333
0,7,2,587.82214,4,1,6,1,47,330,111.83334,22.63305,3,4,13,8.78333
0,6,2,536.67303,3,1,4,1,12,320,103.33334,18.88975,3,4,13,9.79167
0,1,2,30.75033,1,2,1,2,47,150,111.08334,1.63712,3,5,8,12.10833
0,2,2,44.05073,1,2,13,1,60,430,107.5,3.90765,3,4,13,11.68333
0,7,2,590.85944,4,1,9,1,12,330,110.16666,16.39379,3,4,13,8.91667
0,6,1,398.7886,3,3,6,5,51,310,109.08334,18.30442,2,4,3,9.28333
0,1,1,168.91647,1,4,1,4,42,220,107.58334,4.96386,4,4,3,10.30833
0,5,2,172.33594,3,1,15,2,19,330,106.16666,13.97679,3,4,8,10.74167
0,4,2,94.33241,2,1,16,1,47,320,106.5,10.19953,2,4,13,10.89167
0,7,2,826.14502,4,1,6,1,60,310,113.08334,18.75153,1,1,13,7.71667
0,6,2,565.91626,3,1,4,1,64,320,109.75,22.81269,1,5,13,8.36667
0,5,2,435.54736,3,2,9,1,50,320,108.58334,5.01221,2,4,13,9.06667
0,5,2,370.53116,3,1,15,1,53,320,107.5,24.13019,3,4,13,9.89167
0,1,2,228.71341,1,1,7,2,12,240,99.33334,3.94839,3,4,8,10.85
0,1,999,53.63647,1,999,1,999,12,220,107.41666,2.17317,999,999,999,11.38333
0,4,2,242.50688,2,1,15,1,7,320,105.25,12.85724,2,4,13,10.38333
0,5,2,278.95807,3,1,4,1,39,320,106.66666,12.12834,3,4,13,10.48333
0,7,1,887.35272,4,1,9,1,12,320,112.41666,13.22312,2,3,13,7.75
0,4,1,66.86839,2,2,9,3,47,320,109.08334,11.82481,3,5,7,11.54167
0,1,999,25.02679,1,999,1,999,1,710,108.08334,0.06344,999,999,999,11.2
0,5,2,498.36713,3,1,15,1,56,310,112.5,24.52432,2,4,13,9.03333
0,5,2,186.07825,3,1,4,1,12,320,104.25,2.25557,3,4,13,10.225
0,5,2,186.36502,3,1,9,1,34,330,106.91666,15.04865,3,4,13,10.74167
0,1,1,309.20819,1,2,7,5,7,330,105.66666,13.17033,2,3,9,10.29167
0,1,1,246.42447,1,4,1,4,12,320,105.66666,9.11598,4,4,3,10.20833
0,1,1,77.84109,1,6,1,4,12,620,106.66666,2.68065,2,10,4,11.06667
0,6,1,823.00549,3,1,6,1,50,330,112.41666,16.49133,2,3,13,7.78333
0,1,2,87.91639,1,2,1,2,12,220,107.75,1.16744,3,7,8,11.10833
0,7,2,1049.23621,4,1,9,1,44,330,118,32.06755,1,1,13,6.75833
0,1,1,123.07052,1,6,1,4,12,220,107.58334,1.52777,2,10,4,11.03333
0,8,999,896.86047,4,999,6,999,12,310,114.33334,22.38783,999,999,999,7.11667
0,1,2,31.00563,1,2,1,2,47,240,106.16666,4.00431,3,4,8,11.95
0,5,1,746.99603,3,2,9,1,12,430,111.16666,6.78824,2,4,13,7.475
0,1,1,165.26483,1,2,1,4,12,210,109.83334,9.5841,4,4,7,10.58333
0,1,1,23.45515,1,3,1,7,12,310,109.41666,0.31405,4,10,2,11.75
0,1,999,360.30096,1,999,1,999,38,620,107.83334,2.27529,999,999,999,9.625
0,4,2,381.51993,2,2,15,1,38,320,106.58334,24.29851,3,5,13,9.95833
0,5,2,991.02905,3,2,9,1,4,310,115,12.44156,3,5,13,7.04167
0,1,1,15.19817,1,1,1,7,66,430,108.83334,0.66139,2,1,9,11.80833
0,1,2,216.07574,1,1,1,1,12,220,106.5,1.22543,3,4,13,10.275
0,5,2,528.92035,3,1,6,1,47,310,110.5,21.64476,1,1,13,9.60833
0,1,1,69.35619,1,6,1,7,66,210,106.25,0.594,2,10,4,11.21667
0,1,2,274.68716,1,1,1,1,47,210,108.75,2.99933,3,4,13,9.8
0,5,1,353.76474,3,2,9,1,12,330,107.16666,7.30911,2,4,13,9.38333
0,6,2,264.29794,3,1,6,1,12,310,108.83334,24.16205,3,4,13,10.2
0,1,999,99.64446,1,999,1,999,12,210,107.66666,0.80394,999,999,999,10.94167
0,6,2,540.47955,3,1,6,1,18,310,107.5,24.75492,3,4,13,9.35833
0,1,1,32.98664,1,2,1,4,12,120,106.16666,1.31423,4,4,7,11.88333
0,5,2,454.06836,3,1,9,1,38,330,108.08334,23.89375,2,2,13,9.325
0,4,2,123.98992,2,2,9,1,12,330,106.91666,8.13474,2,4,13,11.06667
0,1,1,231.9026,1,4,1,4,12,510,108,11.73241,4,4,3,10.19167
0,6,2,192.89716,3,1,6,1,47,310,108.25,19.08583,1,1,13,10.625
0,4,2,108.62652,2,2,14,1,12,320,106.75,10.8916,3,7,13,10.96667
0,4,2,245.15411,2,1,6,1,54,320,106.25,10.76131,3,4,13,9.95833
0,1,1,16.53848,1,2,1,7,66,220,107.33334,2.6268,4,1,7,11.85
0,5,1,265.9502,3,2,15,1,34,320,106.91666,13.3403,2,4,13,10.78333
0,7,2,827.00494,4,1,6,1,68,330,112,30.91052,2,4,13,7.725
0,1,1,470.92111,1,2,1,3,18,240,107.08334,13.61354,2,1,9,9.81667
0,1,1,208.72757,1,4,1,4,12,240,100.33334,6.68963,4,10,1,11.10833
0,5,1,73.03646,3,2,16,4,12,330,105.25,3.90031,4,4,7,11.23333
0,5,2,192.37059,3,1,9,1,12,320,108,6.49223,3,4,13,10.325
0,5,2,840.02856,3,1,15,1,12,320,112.25,10.41621,3,4,13,7.90833
0,6,2,329.23315,3,1,6,1,14,310,109.5,9.92144,3,4,13,9.9
0,7,2,744.07385,4,1,6,1,58,310,109.58334,18.16223,3,4,13,8.75
0,5,2,377.57211,3,2,4,2,39,330,107.75,24.1101,3,1,13,10.175
0,6,1,766.41052,3,2,15,1,12,320,111.08334,15.32304,3,7,13,7.60833
0,1,1,75.16512,1,6,1,4,12,210,108,0.83327,2,10,4,11.13333
0,1,1,12.52208,1,4,1,7,12,130,109.91666,0.1162,4,7,3,12.13333
0,1,1,90.92469,1,3,1,7,12,620,106.25,1.47593,3,4,3,11.75
0,5,1,526.29834,3,2,9,4,12,320,108.16666,21.10353,4,4,7,9.125
0,5,1,284.47165,3,2,9,4,18,240,104.75,8.84728,4,4,7,10.38333
0,1,1,422.31409,1,2,1,5,33,210,107.91666,2.13914,2,3,9,9.39167
0,4,1,117.13079,2,3,16,4,12,240,107.75,3.34248,4,4,7,11.14167
0,5,2,245.81787,3,1,6,1,47,310,110.75,6.54944,3,4,13,10.56667
0,6,2,800.23712,3,2,6,1,47,310,112,17.42025,2,4,13,7.95833
0,4,2,118.966,2,1,4,1,12,320,106.08334,12.23101,3,4,13,10.89167
0,2,1,128.27197,1,4,14,4,12,220,107,2.40677,4,10,3,11.375
0,1,1,128.86406,1,2,1,3,60,210,108.83334,3.91302,2,1,9,10.55833
0,4,2,445.7421,2,1,6,1,64,310,110.16666,23.09559,1,5,13,10.21667
0,6,2,468.59698,3,1,15,1,4,320,106.25,10.90771,2,4,13,9.525
0,5,2,321.37549,3,1,9,1,12,320,107.75,10.28153,3,4,13,10.6
0,6,2,295.02399,3,1,6,1,12,310,109.25,9.70983,3,4,13,10.225
0,6,2,475.69363,3,1,15,1,12,320,101.66666,21.23235,3,4,13,9.975
