class,temper_aver,prec_aver,soil_type,soil_structure,landform,corrosion_degree,Drainage_degree,soil_depth,LV2_CODE,lithoidx,FIFTH_FRTP,DMCLS,AGCLS,slope,dem
0,10.525,108.5,13,4,1,2,2,2,330,47,6,2,3,15.3375,247.97694
0,11.29167,104.41666,13,4,1,2,1,2,210,20,1,1,1,3.8946,56.57795
0,10.5,104.83334,2,11,6,1,3,4,620,51,1,1,1,2.33307,113.15348
0,11.89167,106.83334,1,11,7,1,4,4,130,66,1,1,1,0.67454,17.22708
0,8.28333,111.41666,7,5,5,1,3,4,320,64,4,3,6,11.09317,727.25775
0,9.9,110.41666,13,4,1,2,2,3,320,47,15,2,4,11.46718,397.57443
0,9.75,106.83334,13,1,1,2,1,1,310,56,6,2,4,17.28309,288.2388
0,10.89167,107.16666,3,4,4,1,4,4,330,47,14,2,3,8.56302,113.83793
0,8.375,110.75,13,4,1,2,1,2,330,10,6,3,6,14.87849,748.22888
0,8.59167,112.75,13,4,1,2,1,3,320,47,15,3,5,12.45872,559.89221
0,11.24167,105.5,7,4,4,1,2,4,220,12,1,1,1,2.09821,97.76391
0,8.55,106.83334,13,4,1,2,1,3,320,47,15,2,3,14.48401,427.76804
0,7.89167,112.33334,13,7,1,1,2,3,310,12,6,4,8,25.5598,817.2124
0,10.75833,106.75,13,4,1,2,1,3,330,12,15,2,3,10.73927,164.96065
0,8.24167,111.08334,10,5,3,1,2,3,320,4,9,3,6,23.19809,773.71533
0,10.625,107.66666,13,4,1,3,1,3,420,12,19,1,1,9.11711,175.17072
0,8.84167,112.33334,13,4,1,2,1,3,320,12,6,3,5,18.66732,563.59662
0,11.24167,106.91666,4,10,4,1,6,2,210,12,1,1,1,1.15117,65.30112
0,9,105.25,13,4,1,1,2,2,330,47,9,3,5,13.37305,465.62775
0,11.05833,106,4,10,4,1,6,2,220,12,1,1,1,2.78257,138.03996
0,9.90833,106.66666,13,1,1,2,1,1,320,47,15,2,4,9.81117,216.76494
0,10.18333,109,9,4,3,1,2,2,330,50,15,3,5,18.38832,310.11612
0,8.09167,110.25,13,5,1,2,1,1,310,64,9,4,7,28.28673,766.74512
0,8.85833,109.33334,13,4,1,2,1,2,320,9,1,1,1,10.12447,724.25916
0,10.30833,108,13,4,1,2,1,3,310,42,15,3,5,13.18384,176.36305
0,11.23333,107.25,8,7,2,2,2,3,220,12,1,1,1,2.17154,86.75934
0,10.53333,102.58334,8,4,2,2,1,3,220,41,1,1,1,5.9192,273.23151
0,6.7,113.91666,13,4,1,1,1,2,310,9,6,4,8,12.68839,1058.78345
0,10.625,102.33334,13,4,1,2,1,3,320,12,14,2,4,3.91279,324.04041
0,9.79167,106.16666,13,4,1,2,1,3,310,41,6,3,5,14.4268,628.33801
0,8.975,109.16666,13,5,1,2,2,3,320,33,15,3,6,7.5735,700.98602
0,9.5,104.91666,2,4,5,1,3,4,320,58,9,3,6,15.59707,407.99451
0,10.34167,105.58334,13,1,1,2,1,1,310,54,9,2,4,15.74225,211.88954
0,10.2,108.83334,13,4,1,2,1,3,310,12,6,3,6,18.48376,325.45291
0,8.95,108.33334,13,1,1,2,1,1,310,44,6,3,6,21.05975,769.39063
0,8.9,110.75,13,1,1,2,1,1,310,12,6,3,6,32.15519,607.02466
0,10.225,105.41666,13,4,1,2,1,2,330,9,15,3,5,23.29449,318.09628
0,8.86667,109.75,13,5,1,2,2,3,310,33,15,2,4,13.20296,616.21039
0,7.93333,110.75,13,4,1,2,1,3,320,45,9,3,6,20.38298,785.05737
0,11.15,106,3,4,7,1,3,3,210,12,1,1,1,3.43119,59.05168
0,10.49167,108.16666,3,4,5,1,3,2,320,47,16,3,5,3.20435,107.80367
0,11.49167,106.66666,8,4,2,2,1,3,330,12,9,2,4,2.72518,59.29096
0,11.18333,106.58334,999,999,999,999,999,999,220,1,1,1,1,0.58883,32.16866
0,10.95,108.08334,7,4,4,1,3,4,320,12,6,2,4,3.99659,111.18856
0,10.35833,105.25,13,2,1,1,1,2,330,7,9,3,5,13.30708,334.56424
0,11.325,105.33334,13,4,1,2,1,3,220,12,1,1,1,2.92836,82.20454
0,9.05833,109.08334,13,5,1,2,2,3,320,38,4,3,6,26.29315,542.1864
0,9.85833,109.16666,13,1,2,2,2,3,320,37,15,3,6,18.06339,432.03998
0,11.61667,99,8,4,2,2,1,3,110,12,1,1,1,0.2816,140.81415
0,9.60833,107.58334,13,5,1,2,2,3,220,33,1,1,1,13.79914,392.98056
0,8.91667,108.58334,13,1,1,2,1,1,320,5,6,3,5,19.97099,615.79834
0,10.625,106,13,5,1,2,2,3,220,39,3,3,6,15.57583,292.19876
0,9.35833,106.75,13,4,1,1,1,1,320,26,9,3,5,14.94625,423.52692
0,10.45833,106.66666,3,10,4,1,4,4,330,47,15,3,5,3.61365,135.12999
0,10.36667,100.16666,13,4,1,2,1,3,220,12,1,1,1,9.02309,355.42886
0,9.825,107.58334,13,1,1,2,1,1,330,18,19,1,1,22.88021,394.53107
0,12,107,4,10,4,1,6,2,110,12,1,1,1,1.18207,28.05984
0,8.59167,110.41666,13,2,1,2,1,2,310,38,9,3,5,27.07329,730.74664
0,8.53333,111,13,7,1,1,2,3,310,12,9,4,7,13.30926,758.47345
0,8.675,109.33334,13,4,1,2,1,3,320,12,6,3,5,22.95963,528.33551
0,10.33333,104.33334,13,4,1,2,1,2,320,51,4,3,5,5.16665,184.31026
0,10.48333,109.83334,7,4,4,1,2,4,620,56,6,3,6,9.97842,223.06587
0,10.59167,106.58334,13,1,1,2,1,1,320,47,6,3,6,18.18122,150.78716
0,11.09167,107.08334,3,4,7,1,3,1,320,66,4,3,5,7.68541,87.74112
0,10.78333,108.16666,4,10,4,1,6,2,110,47,1,1,1,2.77652,112.83958
0,10.95833,96.75,3,10,4,1,4,4,330,12,4,3,5,4.94005,257.99939
0,8.95,107.83334,13,4,1,2,1,3,320,12,4,3,5,14.32474,462.98849
0,10.875,98.91666,7,4,4,1,2,4,320,12,4,2,4,2.19421,258.68576
0,11.71667,106,8,5,2,2,2,3,240,12,1,1,1,3.28109,31.64397
0,9.85833,106.33334,13,3,1,1,1,2,320,12,14,2,3,13.20154,363.59976
0,11.65,106.08334,7,4,4,1,2,4,220,12,1,1,1,1.16253,49.57132
0,11.30833,105.66666,13,4,1,2,1,2,220,66,1,1,1,1.39128,54.10082
0,8.51667,110.25,13,4,1,2,1,1,330,5,9,3,6,18.0934,841.35956
0,10.5,105.5,13,4,1,2,1,3,320,12,9,3,5,3.78326,258.12347
0,11.80833,106.16666,5,5,8,1,6,1,210,66,1,1,1,0.08371,4.36523
0,11.775,109.58334,1,10,4,1,4,4,150,60,1,1,1,1.84476,34.32063
0,10.65,106.83334,13,4,1,2,1,3,310,12,15,3,5,6.99323,141.86589
0,10.35833,105.16666,13,4,1,2,1,2,430,7,4,3,6,16.08003,384.30121
0,10.625,107.75,13,4,1,2,1,3,330,47,9,2,4,12.60458,159.59183
0,8.89167,109.33334,7,5,3,1,2,3,320,12,1,1,1,5.77713,539.9668
0,7.25833,113.08334,8,5,2,1,2,3,320,12,9,4,7,10.00015,870.87061
0,9.375,108.66666,999,999,999,999,999,999,710,38,1,1,1,13.16619,392.15771
0,9.3,106.91666,13,4,1,2,1,3,320,12,4,3,6,14.9291,538.43671
0,11.13333,107.5,7,4,4,1,2,4,210,12,1,1,1,2.26999,80.86996
0,9.4,108.33334,13,2,1,2,1,2,320,50,9,3,5,10.27224,383.32556
0,9.06667,110,13,1,1,2,1,1,320,54,9,3,5,11.6245,568.27759
0,9.475,107.91666,13,4,1,2,1,3,330,12,9,3,5,15.67641,402.76712
0,10.54167,105.25,13,4,1,2,1,3,220,12,1,1,1,1.85848,191.10626
0,11.89167,109,8,5,2,2,2,3,110,66,1,1,1,1.28607,18.78629
0,9.50833,107.66666,13,2,1,2,1,2,330,33,6,3,6,21.97827,612.73962
0,10.61667,110.91666,13,5,1,2,1,1,320,64,9,4,7,12.17079,272.85989
0,10.46667,107.91666,13,4,1,2,1,3,330,12,6,3,5,8.53248,177.20056
0,10.09167,109.25,13,4,1,2,1,3,310,12,6,3,6,20.91213,323.38351
0,10.9,100.83334,8,5,2,2,2,3,210,12,7,1,1,8.80154,267.12698
0,11.875,105.75,4,10,4,1,6,2,220,12,1,1,1,1.92545,20.85049
0,10.3,108.41666,7,4,4,1,2,4,110,66,1,1,1,3.46436,142.34537
0,11.05833,106.33334,3,10,4,1,4,4,220,66,1,1,1,4.70076,64.36403
0,10.8,107.08334,8,4,2,2,2,3,320,12,9,2,4,15.35514,203.56395
0,10.55,98.83334,3,10,4,1,4,4,320,62,1,1,1,17.38357,279.44019
0,8.00833,114.91666,13,4,1,2,1,3,310,47,6,3,5,22.28234,632.55463
0,10.50833,106.16666,7,5,3,1,2,3,220,47,1,1,1,10.46362,203.05408
0,10.08333,106.08334,9,4,3,1,2,2,710,9,1,1,1,5.65222,289.28183
0,9.95833,106.83334,13,4,1,2,1,2,320,7,15,3,5,27.47199,441.20218
0,11.225,104.58334,9,4,4,1,2,2,330,20,9,3,5,10.49163,76.2419
0,10.35833,109.41666,13,1,1,2,1,1,320,12,19,1,1,11.26327,326.03284
0,9.75833,109,13,4,1,3,1,2,320,47,15,3,6,14.82426,340.13412
0,9.35,108.66666,13,4,1,2,1,3,320,12,14,2,4,18.42817,530.60461
0,10.90833,106.08334,3,10,4,1,4,4,210,34,1,1,1,4.75143,140.9614
0,9.53333,105.08334,9,1,3,1,2,2,320,12,1,1,1,19.55554,349.38812
0,11.7,109.33334,9,1,7,1,1,1,510,66,1,1,1,5.62532,26.76202
0,9.56667,109.5,13,4,1,2,1,2,310,47,16,4,7,20.4749,260.18658
0,11.16667,108.41666,13,4,1,2,2,3,210,47,1,1,1,2.83851,39.14002
0,9.79167,107.5,13,4,1,2,1,3,330,12,6,3,5,25.35987,403.33566
0,9.46667,109.08334,13,4,1,2,1,2,320,51,15,3,5,10.5064,332.39243
0,9.75,109.08334,13,4,1,2,1,3,320,12,15,3,5,12.73607,298.51682
0,10.225,106.66666,13,4,1,2,1,3,310,53,15,4,7,22.76014,288.0788
0,11.69167,99.16666,13,4,1,2,1,3,330,12,4,3,5,6.19843,146.23926
0,9.825,107.25,13,1,1,2,1,1,330,18,4,3,6,25.84742,517.11133
0,11.13333,107.91666,4,10,4,1,6,2,320,12,9,2,4,3.0944,107.55473
0,10.83333,106.41666,13,4,1,2,2,3,210,20,1,1,1,3.80568,134.09692
0,9.925,106,3,10,4,1,4,4,320,12,14,2,3,12.37087,240.07616
0,8.26667,111.25,13,4,1,2,1,3,220,12,1,1,1,8.5352,730.63287
0,9.53333,109.16666,13,8,1,2,1,1,320,43,6,3,6,5.97262,569.49561
0,10.14167,103.83334,13,4,1,2,1,2,220,33,1,1,1,2.36525,262.21085
0,9.45833,109.91666,13,1,1,2,1,1,310,37,6,3,5,22.00501,404.68115
0,8.05,110.25,999,999,999,999,999,999,330,68,9,2,4,24.6045,648.45361
0,10.09167,105.58334,13,4,1,2,2,3,320,54,15,2,4,14.72972,232.459
0,11.36667,104.58334,13,5,1,2,2,3,330,35,6,3,6,8.59844,168.7119
0,11.125,97.5,13,4,1,2,1,3,220,12,1,1,1,7.47787,193.32036
0,9.28333,106.16666,13,2,1,1,1,2,320,5,4,3,6,28.48099,648.76111
0,6.1,117.83334,13,4,1,2,1,2,310,68,6,4,8,12.03603,1308.51379
0,10.175,105.75,3,4,7,1,3,3,710,12,1,1,1,7.69134,179.65634
0,9.775,107.41666,13,2,1,2,1,2,330,33,9,3,5,16.20697,323.99686
0,10.98333,107.83334,3,4,5,1,3,2,250,12,1,1,1,2.58373,109.35474
0,9.21667,111.08334,13,2,1,2,1,2,330,33,9,4,7,13.77389,802.67004
0,9.66667,109,13,1,1,2,1,1,320,18,4,4,8,21.80664,352.89334
0,7.34167,114,13,1,1,2,1,1,310,63,9,3,6,12.48911,1017.93561
0,6.55,117,13,4,1,2,1,2,310,23,6,4,7,14.83624,1151.18347
0,11.09167,106.5,999,999,999,999,999,999,510,12,1,1,1,1.47792,66.16781
0,11.65833,105.41666,10,8,3,1,3,2,210,47,1,1,1,2.38164,32.98425
0,10.09167,108.66666,13,1,1,2,2,3,310,36,6,3,6,8.29322,435.12766
0,9.50833,104.75,13,1,1,2,1,1,330,58,9,3,6,28.86608,531.45416
0,5.66667,118.41666,13,4,1,2,1,2,310,68,6,4,7,4.5363,1377.17798
0,10.54167,108.66666,13,4,1,2,2,2,310,47,6,3,5,12.56253,375.83054
0,9.84167,107.08334,13,4,1,2,1,3,320,18,9,3,5,14.43006,261.08353
0,10.19167,108.83334,7,4,4,1,2,4,220,47,1,1,1,5.86303,249.00366
0,8.95,111.33334,13,4,1,2,1,3,320,47,1,1,1,14.03841,465.16724
0,8.1,110.58334,13,2,1,2,1,2,310,33,6,3,6,28.06791,872.96497
0,11.675,106.41666,4,10,8,1,5,2,220,66,1,1,1,1.73761,16.49905
0,11.18333,108.25,10,5,6,1,2,3,210,66,1,1,1,1.60612,74.61083
0,10.68333,108.75,13,4,1,2,1,3,320,12,16,3,5,12.16612,165.26653
0,7.25833,113.5,13,4,1,2,1,2,310,23,6,4,7,21.64431,920.11584
0,11.80833,110,3,10,7,1,4,4,160,66,1,1,1,0.42839,17.62654
0,10.475,107.83334,13,4,1,2,1,2,330,47,6,3,5,15.43037,255.66554
0,9.3,109.66666,13,4,1,2,1,3,220,12,1,1,1,7.81338,356.86618
0,9.60833,107.25,13,4,1,2,1,3,320,12,4,3,5,22.90999,440.43512
0,8.1,112.83334,13,1,1,2,1,1,310,58,6,4,7,26.55971,857.40057
0,7.59167,111.91666,13,3,1,1,1,2,330,50,4,3,6,13.62864,753.84528
0,11.35,109.58334,3,10,4,1,4,4,110,47,1,1,1,6.77716,106.63631
0,10.85,106.16666,8,7,2,2,2,3,330,12,9,3,5,8.11598,143.20624
0,10.95833,108.5,13,4,1,2,1,3,310,12,9,2,4,13.07508,111.37392
0,10.25,106.08334,13,4,1,2,1,2,330,7,15,3,5,20.87694,373.6918
0,7.98333,112.25,13,1,1,2,1,1,310,44,9,4,7,28.25637,855.69159
0,10.83333,106.41666,999,999,999,999,999,999,320,47,6,3,5,8.8947,128.97495
0,10.58333,107.58334,3,4,5,1,3,2,320,12,1,1,1,10.48853,119.24931
0,10.325,105.33334,13,4,1,2,1,2,320,7,4,3,6,10.052,323.01523
0,8.39167,111.91666,13,4,1,2,1,3,320,53,6,4,7,26.5523,745.3316
0,8.69167,109.83334,13,2,1,2,1,2,330,38,6,3,6,22.89875,583.58154
0,6.83333,117.08334,13,4,1,2,2,2,310,64,6,3,6,14.32688,1150.17737
0,8.58333,109.5,13,4,1,2,1,3,220,5,4,3,6,2.36522,594.82062
0,10.475,107.41666,3,4,5,1,3,2,210,11,1,1,1,2.5673,198.28656
0,10.91667,106.75,13,4,1,2,2,3,130,60,1,1,1,7.50535,65.47939
0,9.975,106.75,3,4,4,1,4,4,320,12,15,2,4,16.20632,274.97263
0,10.95833,108.66666,13,4,1,2,1,3,330,12,1,1,1,7.85412,112.0565
0,10.325,107,7,4,4,1,3,4,330,12,1,1,1,3.83258,287.83481
0,6.53333,119.75,13,1,1,2,1,1,310,44,6,4,7,19.89622,1234.16541
0,11.6,108.66666,1,10,4,1,4,4,220,12,1,1,1,2.33873,40.58307
0,11.18333,99.5,4,10,4,1,6,2,320,12,15,3,4,3.79722,206.12578
0,10.63333,104.83334,13,4,1,2,1,2,330,7,6,3,6,11.74776,345.39508
0,7.55833,111.25,13,4,1,2,1,2,330,68,9,4,7,23.58216,906.37299
0,7.81667,114.33334,13,1,1,2,1,1,310,47,6,3,6,20.01134,743.42694
0,10.74167,110.16666,13,1,1,2,1,1,310,47,6,3,5,19.9222,363.6499
0,10.15,109.83334,9,4,3,1,2,2,430,47,19,1,1,8.0466,145.6523
0,8.4,111.5,13,1,1,2,1,1,320,18,6,4,7,19.95876,717.36963
0,10.63333,107,3,4,5,1,3,2,210,66,1,1,1,1.60449,69.54852
0,11.31667,106.16666,8,4,2,2,2,3,310,66,1,1,1,4.31122,86.84937
0,10.1,108.83334,13,4,1,2,1,2,330,47,16,2,4,9.76493,308.39758
0,7.63333,111.16666,3,10,4,1,4,3,620,12,1,1,1,3.01583,801.83136
0,10.125,110.08334,13,4,1,2,1,3,330,47,9,2,4,15.86437,265.10831
0,11.41667,106.33334,13,4,1,2,2,3,330,47,1,1,1,6.60478,72.18932
0,10.53333,105.16666,13,4,1,2,1,2,320,52,14,2,4,27.12391,122.83984
0,9.41667,109.08334,13,4,1,2,2,2,310,56,6,3,5,17.35102,435.86478
0,9.66667,104.83334,1,10,4,1,4,4,210,12,1,1,1,6.34036,483.16315
0,11.19167,106.16666,7,4,4,1,2,4,210,66,1,1,1,1.44349,43.91626
0,11.35833,104.58334,13,4,1,2,1,3,330,36,9,2,4,11.68606,165.87141
0,11.38333,98.16666,13,4,1,2,1,3,320,12,1,1,1,8.07376,176.45073
0,10.84167,108.33334,3,10,4,1,4,4,120,12,1,1,1,0.96973,128.7887
0,9.63333,105,13,1,1,2,1,1,320,63,9,3,5,24.97673,400.17825
0,11.10833,105.5,3,10,4,1,4,4,320,12,15,3,6,5.1454,134.16217
0,9.425,107,13,4,1,2,1,3,320,12,9,3,5,16.28954,405.52869
0,10.73333,102.08334,13,4,1,2,1,3,320,12,4,3,5,3.62863,364.14938
0,10.34167,107.58334,13,4,1,2,1,3,320,12,9,2,4,22.50599,283.61673
0,10.49167,105.25,13,2,1,1,1,2,330,7,9,3,5,8.3379,265.91678
0,10.5,107.66666,2,11,6,1,3,4,150,12,1,1,1,1.1799,262.45453
0,11,107.08334,7,4,4,1,3,4,240,12,1,1,1,1.49738,141.0827
0,6.975,114.66666,13,2,1,1,1,2,320,4,4,3,6,27.14641,919.51489
0,8.51667,110,13,5,1,2,2,3,330,33,9,3,5,21.11547,727.35455
0,9.375,107.33334,13,1,1,2,1,1,320,54,6,3,5,15.48405,388.04599
0,11.15,109.75,8,7,2,2,2,3,130,66,1,1,1,3.94177,86.59516
0,9.325,107.66666,13,3,1,1,1,2,330,12,6,3,5,18.61065,489.42679
0,10.40833,110.66666,13,1,1,2,1,1,310,47,6,3,5,12.85516,287.4155
0,11.55833,105,999,999,999,999,999,999,620,1,1,1,1,1.65298,136.80005
0,7.65,111.41666,13,1,1,2,1,1,310,63,15,2,4,23.30298,931.3656
0,10.91667,106,13,4,1,2,1,2,330,20,9,3,6,7.51767,167.47282
0,10.425,106.66666,7,5,3,1,2,3,220,66,1,1,1,3.56807,89.09404
0,10.425,108.5,13,4,1,2,1,3,330,46,6,2,4,7.34638,292.71677
0,10.275,110.25,13,5,1,2,1,1,320,64,4,3,6,33.88197,308.22156
0,8.19167,110.58334,9,3,5,1,2,2,330,33,4,3,5,14.94768,651.14459
0,11.2,105.75,7,5,3,1,2,3,320,34,16,3,5,8.30516,131.03159
0,9.11667,108.91666,2,5,3,1,3,2,320,50,4,3,6,11.94459,444.88181
0,7.875,115.08334,13,1,1,2,1,1,320,60,15,2,4,19.47526,877.08191
0,7.49167,110.58334,13,4,1,2,1,3,330,12,14,2,4,8.45722,777.84485
0,8.05833,111.41666,13,2,1,2,1,2,310,38,6,3,6,27.91257,822.10309
0,9.575,107.5,13,5,1,2,2,3,320,38,4,3,6,18.56087,377.93787
0,10.53333,108.91666,3,10,4,1,4,4,210,47,1,1,1,2.86041,148.9411
0,11.80833,105.66666,8,7,2,2,2,3,210,66,1,1,1,2.84135,79.89561
0,11.36667,104.83334,7,4,4,1,3,4,210,66,1,1,1,0.79679,64.63423
0,10.14167,108.5,13,4,1,2,1,3,410,12,6,3,6,7.52718,258.21423
0,11.04167,107.16666,13,4,1,2,1,3,320,12,15,2,4,6.80146,116.63832
0,8.79167,109.58334,13,2,1,1,1,2,320,3,6,3,6,7.79511,609.68921
0,10.59167,107.25,13,4,1,2,1,3,220,12,1,1,1,6.74147,192.2905
0,8.3,109.75,13,4,1,1,1,2,320,68,9,4,7,23.73691,660.73065
0,11,108.58334,13,4,1,2,1,3,330,12,9,3,5,10.28336,98.20364
0,10.675,97.83334,13,4,1,2,2,2,150,28,1,1,1,,241.60477
0,11.275,106.5,1,10,4,1,4,4,220,12,1,1,1,3.28089,76.00317
0,8.40833,110.08334,13,5,1,2,2,3,220,4,1,1,1,8.53088,652.37103
0,9.775,108.58334,8,4,2,2,1,3,220,12,1,1,1,14.12651,316.25201
0,6.24167,117,13,4,1,2,1,2,310,68,9,4,7,26.30112,1212.37817
0,12.23333,112.5,13,7,1,2,2,3,220,12,4,4,7,1.2566,35.37078
0,10.80833,107.33334,8,4,2,2,1,3,330,12,4,3,5,7.86491,221.11908
0,10.575,108.41666,9,1,3,1,2,2,420,12,3,2,4,3.98535,219.41077
0,10.3,106.16666,13,4,1,2,1,2,220,7,15,3,5,1.24568,316.3334
0,9.45833,108.5,13,1,1,2,1,1,310,18,6,3,5,22.12194,515.56689
0,9.45,107.83334,13,2,1,2,1,2,330,33,9,2,4,32.72042,340.94751
0,9.83333,103.75,13,4,1,2,1,2,320,51,9,2,4,9.75758,295.15616
0,9.51667,107.16666,13,4,1,2,1,3,310,18,6,3,5,15.48844,429.89078
0,9.43333,106.08334,13,2,1,1,1,2,320,5,9,2,4,13.20943,501.30115
0,7.80833,111,13,4,1,1,1,2,310,68,6,4,7,21.54262,722.92389
0,7.98333,111.41666,13,2,1,1,1,2,330,38,15,2,3,12.39829,713.22571
0,10.71667,105.58334,3,4,7,1,3,1,210,12,1,1,1,0.71442,151.46236
0,9.10833,108.5,13,2,1,1,1,2,320,38,9,3,5,18.31137,543.05432
0,9.75,111,13,1,1,2,1,1,320,47,6,2,4,15.97069,375.3342
0,6.76667,113.25,13,3,1,1,1,2,310,12,9,4,7,14.93342,1042.11243
0,11.04167,104.08334,13,9,1,1,2,3,320,7,4,3,6,6.11864,215.84412
0,10.875,107.25,7,4,4,1,2,4,210,47,1,1,1,2.0741,93.03951
0,10.44167,105.91666,13,2,1,1,1,2,330,7,9,3,5,15.40475,318.7879
0,11.45833,106.5,9,1,7,1,1,1,120,12,1,1,1,3.81691,57.05941
0,9.6,105.25,13,1,1,2,1,1,310,58,9,3,5,22.68626,366.95145
0,10.49167,108,13,4,1,2,1,2,320,42,6,3,5,7.6633,260.37845
0,11.19167,109.66666,7,4,4,1,2,4,130,66,1,1,1,0.36214,85.17558
0,10.19167,108,13,4,1,2,1,3,320,12,15,2,4,16.30364,305.32773
0,9.86667,108.08334,13,4,1,2,1,3,320,47,15,2,4,14.63809,345.4722
0,10.21667,106.16666,13,4,1,2,1,2,320,7,9,2,4,15.29114,338.84805
0,8.94167,108.41666,13,3,1,1,1,2,330,12,4,3,5,28.4511,522.2392
0,9.45833,107.16666,999,999,999,999,999,999,710,4,1,1,1,7.34838,389.81689
0,9.34167,108.83334,9,4,3,1,2,2,320,56,15,2,4,19.80014,458.28775
0,7.54167,113.16666,13,7,1,1,2,3,310,12,6,3,6,10.16043,1013.62872
0,10.8,109.91666,13,4,1,2,1,3,310,66,1,1,1,9.3977,149.36531
0,11.625,108.08334,13,4,1,3,1,3,330,47,13,2,4,6.57739,74.34194
0,10.78333,106.75,13,4,1,2,1,3,330,12,14,2,3,0.71744,195.12709
0,10.25,107.16666,7,5,3,1,2,3,330,47,9,3,6,11.97614,291.29126
0,8.35833,109.75,11,4,3,1,2,2,220,12,1,1,1,3.51283,594.0011
0,10.59167,107.16666,13,4,1,2,1,3,320,12,1,1,1,4.41358,198.03052
0,10.70833,106.66666,13,5,1,2,1,3,220,36,1,1,1,7.41383,229.82741
0,8.46667,110.33334,13,2,1,2,1,2,310,38,9,3,6,20.44935,709.5769
0,9.59167,108.75,13,4,1,2,1,2,310,7,15,3,5,18.91692,565.97638
0,11.16667,107.08334,999,999,999,999,999,999,510,66,1,1,1,0.97148,50.27926
0,11.26667,106.58334,7,4,4,1,2,4,150,12,1,1,1,4.83613,56.74813
0,10.225,108.91666,13,4,1,2,1,3,310,47,6,3,5,5.8708,335.46887
0,10.20833,106.58334,13,4,1,2,1,3,320,12,15,2,4,12.84166,327.98886
0,11.45833,104.58334,3,10,7,1,4,4,210,66,1,1,1,0.57127,49.00774
0,10.78333,104.58334,13,2,1,2,1,2,320,7,15,2,4,7.44215,234.99312
0,10.08333,105.5,7,4,4,1,2,4,330,54,1,1,1,8.78931,178.92473
0,11.53333,111.5,8,1,2,2,1,1,330,12,1,1,1,5.21015,84.22454
0,11.53333,111.66666,7,4,4,1,2,4,110,12,1,1,1,6.51301,82.11469
0,9.23333,108.41666,13,2,1,2,1,2,320,33,9,3,5,19.64531,447.76309
0,9.925,108.66666,13,4,1,2,1,3,320,47,4,3,6,19.16969,376.65723
0,11.04167,107.83334,7,4,4,1,2,4,240,12,1,1,1,1.42433,104.00101
0,8.46667,108.58334,13,1,1,2,1,1,330,63,9,3,6,33.45479,716.71576
0,9.125,109,13,1,1,2,1,1,330,50,6,3,6,13.47846,678.13129
0,9.43333,106.91666,13,4,1,2,1,3,110,12,14,1,2,12.35763,388.86591
0,9.59167,108,13,4,1,2,1,3,320,18,4,3,5,15.51236,529.74689
0,10.53333,108.08334,13,4,1,2,1,2,310,47,15,2,4,14.78251,241.92755
0,9.56667,109.41666,13,4,1,2,1,2,310,47,14,3,5,22.42244,297.85333
0,8.46667,109.16666,13,5,1,2,1,1,320,68,4,3,6,15.77058,703.55316
0,8.46667,110.41666,13,5,1,2,2,3,320,4,4,3,6,20.59706,735.3075
0,10.225,110.41666,13,4,1,2,1,3,320,12,6,3,5,16.0562,332.85593
0,10.71667,107,13,4,1,2,1,2,110,47,1,1,1,3.744,101.49512
0,10.5,110.08334,13,4,1,2,1,3,310,47,14,3,5,19.88877,237.22758
0,8.8,109.25,13,3,1,1,1,2,330,50,4,3,5,19.46988,589.40247
0,11.275,97.08334,10,8,3,1,3,2,330,12,4,3,5,4.54838,183.7007
0,11.23333,108.33334,3,4,7,1,3,1,210,66,1,1,1,1.48023,61.46611
0,11.15,106.33334,7,4,4,1,2,4,110,66,1,1,1,2.84701,44.39697
0,8.36667,111.41666,13,7,1,1,2,3,310,12,9,4,7,7.71902,743.12952
0,6.8,113.75,13,7,1,1,2,3,320,12,9,3,6,9.03145,1018.58673
0,10.45833,106.41666,13,4,1,2,1,2,310,43,14,3,5,14.78731,103.77056
0,11.65,106.25,4,10,4,1,6,2,110,12,1,1,1,1.7861,39.45872
0,10.83333,107.16666,4,10,4,1,6,2,220,12,1,1,1,6.7882,125.98183
0,7.43333,112.08334,13,4,1,2,1,3,330,45,6,4,7,12.12931,926.16357
0,11.025,99,9,1,3,1,1,1,320,12,4,3,5,3.86922,233.58441
0,11.75,106.33334,8,5,2,2,2,3,410,12,1,1,1,1.03906,26.63532
0,11.55,97.75,13,4,1,2,1,3,620,12,1,1,1,4.95848,129.29112
0,11.6,108.66666,8,7,2,2,2,3,220,47,1,1,1,3.17995,45.60486
0,10.69167,109,13,4,1,2,1,3,120,60,1,1,1,6.93857,184.68436
0,10.59167,104.25,13,4,1,2,1,2,320,7,4,3,6,25.45653,278.37561
0,9.76667,108.16666,13,1,1,2,1,1,310,43,9,3,6,20.38984,280.77756
0,7.06667,114.41666,13,7,1,1,2,3,310,12,9,3,6,5.09396,949.2262
0,10.24167,108.33334,13,4,1,2,1,3,320,47,9,3,5,9.90154,291.12317
0,10.5,107.83334,13,4,1,2,1,3,320,12,15,3,5,10.01943,151.64941
0,9.19167,103.91666,13,4,1,2,1,3,320,12,9,3,6,8.34138,457.84598
0,6.36667,115.16666,13,4,1,1,1,2,310,68,6,4,8,27.84923,1180.68152
0,11.45,106.16666,999,999,999,999,999,999,710,1,1,1,1,0.20669,134.54556
