Name,xcoord,ycoord
Salix koreensis Andersson,249369.668700000271201,505200.201099999248981
Salix koreensis Andersson,249453.671099999919534,505087.044199999421835
Salix koreensis Andersson,249378.493300000205636,505119.455199999734759
Salix koreensis Andersson,249772.602599999867380,540348.933299999684095
Salix koreensis Andersson,224399.813799999654293,527124.204700000584126
Salix koreensis Andersson,223423.580599999986589,527664.010700000450015
Salix koreensis Andersson,230163.230800000019372,532929.705900000408292
Salix koreensis Andersson,233396.567499999888241,535695.118400000035763
Salix koreensis Andersson,224954.605800000019372,544069.835799999535084
Salix koreensis Andersson,223540.085400000214577,523869.266000000759959
Salix koreensis Andersson,239079.384800000116229,504119.507899999618530
Salix koreensis Andersson,239079.384800000116229,504119.507899999618530
Salix koreensis Andersson,269652.418499999679625,497685.023399999365211
Salix koreensis Andersson,269652.418499999679625,497685.023399999365211
Salix koreensis Andersson,201703.451399999670684,526256.432199999690056
Salix koreensis Andersson,201450.251799999736249,524246.345200000330806
Salix koreensis Andersson,202270.059500000439584,524668.882099999114871
Salix koreensis Andersson,204624.384800000116229,528119.603700000792742
Salix koreensis Andersson,204185.834800000302494,524151.696299999952316
Salix koreensis Andersson,208981.487300000153482,497204.846000000834465
Salix koreensis Andersson,207192.457999999634922,507510.093800000846386
Salix koreensis Andersson,259400.707499999552965,505406.684900000691414
Salix koreensis Andersson,259400.707499999552965,505406.684900000691414
Salix koreensis Andersson,259400.707499999552965,505406.684900000691414
Salix koreensis Andersson,260088.328900000080466,504812.839999999850988
Salix koreensis Andersson,285250.646200000308454,501102.334499999880791
Salix koreensis Andersson,285250.646200000308454,501102.334499999880791
Salix koreensis Andersson,273394.462100000120699,511639.999099999666214
Salix koreensis Andersson,273394.462100000120699,511639.999099999666214
Salix koreensis Andersson,270472.461099999956787,513048.663200000301003
Salix koreensis Andersson,270533.683000000193715,512805.609400000423193
Salix koreensis Andersson,270446.416600000113249,513214.933499999344349
Salix koreensis Andersson,270446.416600000113249,513214.933499999344349
Salix koreensis Andersson,261811.718600000254810,497007.440600000321865
Salix koreensis Andersson,261811.718600000254810,497007.440600000321865
Salix koreensis Andersson,261811.718600000254810,497007.440600000321865
Salix koreensis Andersson,260045.764800000004470,499380.929099999368191
Salix koreensis Andersson,260045.764800000004470,499380.929099999368191
Salix koreensis Andersson,265471.318799999542534,494506.627800000831485
Salix koreensis Andersson,261684.810800000093877,497362.628000000491738
Salix koreensis Andersson,261684.810800000093877,497362.628000000491738
Salix koreensis Andersson,261684.810800000093877,497362.628000000491738
Salix koreensis Andersson,217210.751099999994040,529168.804400000721216
Salix koreensis Andersson,217242.803899999707937,529138.040999999269843
Salix koreensis Andersson,216909.370799999684095,512641.182700000703335
Salix koreensis Andersson,224590.366700000129640,511812.965700000524521
Salix koreensis Andersson,304669.229600000195205,538762.003799999132752
Salix koreensis Andersson,357859.568799999542534,514136.286699999123812
Salix koreensis Andersson,352919.389800000004470,513063.267799999564886
Salix koreensis Andersson,364822.951100000180304,521255.623199999332428
Salix koreensis Andersson,319316.906299999915063,485199.926500000059605
Salix koreensis Andersson,319740.278900000266731,501261.479900000616908
Salix koreensis Andersson,320507.564100000075996,511730.003100000321865
Salix koreensis Andersson,320911.339999999850988,511801.788200000301003
Salix koreensis Andersson,314012.212199999950826,525142.353499999269843
Salix koreensis Andersson,315306.531299999915063,525868.082900000736117
Salix koreensis Andersson,260774.075600000098348,470817.407600000500679
Salix koreensis Andersson,262885.924300000071526,471318.890699999406934
Salix koreensis Andersson,300358.129399999976158,513771.295199999585748
Salix koreensis Andersson,303294.845700000412762,516140.435000000521541
Salix koreensis Andersson,311635.471599999815226,554670.663000000640750
Salix koreensis Andersson,322995.541000000201166,515143.308499999344349
Salix koreensis Andersson,329097.257199999876320,506345.761800000444055
Salix koreensis Andersson,328470.463100000284612,491220.324200000613928
Salix koreensis Andersson,332269.270499999634922,497669.922000000253320
Salix koreensis Andersson,332269.270499999634922,497669.922000000253320
Salix koreensis Andersson,343446.719499999657273,503895.628299999982119
Salix koreensis Andersson,345718.366499999538064,502114.060300000011921
Salix koreensis Andersson,342069.833899999968708,557090.849500000476837
Salix koreensis Andersson,335191.048799999989569,532340.889200000092387
Salix koreensis Andersson,338751.778699999675155,562229.063400000333786
Salix koreensis Andersson,346202.395899999886751,561070.854199999943376
Salix koreensis Andersson,354507.619199999608099,565766.694399999454618
Salix koreensis Andersson,363498.139700000174344,492095.540300000458956
Salix koreensis Andersson,317006.232699999585748,534435.732000000774860
Salix koreensis Andersson,320205.011800000444055,533814.450300000607967
