Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,AGCLS contribution,DMCLS contribution,Drainage_degree contribution,FIFTH_FRTP contribution,LV2_CODE contribution,corrosion_degree contribution,dem contribution,landform contribution,lithoidx contribution,prec_aver contribution,slope contribution,soil_depth contribution,soil_structure contribution,soil_type contribution,temper_aver contribution,AGCLS permutation importance,DMCLS permutation importance,Drainage_degree permutation importance,FIFTH_FRTP permutation importance,LV2_CODE permutation importance,corrosion_degree permutation importance,dem permutation importance,landform permutation importance,lithoidx permutation importance,prec_aver permutation importance,slope permutation importance,soil_depth permutation importance,soil_structure permutation importance,soil_type permutation importance,temper_aver permutation importance,Training gain without AGCLS,Training gain without DMCLS,Training gain without Drainage_degree,Training gain without FIFTH_FRTP,Training gain without LV2_CODE,Training gain without corrosion_degree,Training gain without dem,Training gain without landform,Training gain without lithoidx,Training gain without prec_aver,Training gain without slope,Training gain without soil_depth,Training gain without soil_structure,Training gain without soil_type,Training gain without temper_aver,Training gain with only AGCLS,Training gain with only DMCLS,Training gain with only Drainage_degree,Training gain with only FIFTH_FRTP,Training gain with only LV2_CODE,Training gain with only corrosion_degree,Training gain with only dem,Training gain with only landform,Training gain with only lithoidx,Training gain with only prec_aver,Training gain with only slope,Training gain with only soil_depth,Training gain with only soil_structure,Training gain with only soil_type,Training gain with only temper_aver,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Taxus,47,1.2914,1.8629,500,0.9244,10047,1.3830,2.7828,6.7251,3.9732,6.0303,0.0000,20.5848,1.3387,16.5007,12.2455,16.2679,5.0573,3.5285,0.8016,2.7805,1.3227,1.1946,8.0875,0.3605,5.7661,0.0000,6.0455,2.6952,6.3780,36.5209,17.2854,0.6391,3.8146,0.9921,8.8979,1.2769,1.2782,1.2577,1.2583,1.2366,1.2909,1.2800,1.2837,1.1238,1.1094,1.0840,1.2830,1.2781,1.2843,1.2553,0.1174,0.1373,0.1183,0.1212,0.0963,0.0035,0.3992,0.1262,0.3370,0.4552,0.1994,0.1288,0.1174,0.1348,0.3784,7.9209,0.1613,1.0000,0.0269,0.6817,0.0000,5.0000,0.0845,0.4789,0.0000,10.0000,0.1395,0.3611,0.0213,9.1661,0.1297,0.3769,0.0000,15.9762,0.2015,0.2730,0.0851,28.5376,0.3345,0.1593,0.1489,28.5376,0.3345,0.1593,0.1489,6.6987,0.1038,0.4320,0.0000,15.8865,0.2010,0.2741,0.0851
