Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.75291E-4,57.279866342,0.737416893,0.058636137,0.377777778,0
3.78137E-4,57.506022007,0.74006583,0.058038825,0.377777778,0
3.80327E-4,57.771475514,0.742086361,0.057341961,0.377777778,0
3.82773E-4,58.000563679,0.744324757,0.056744649,0.377777778,0
3.85771E-4,58.269648728,0.747041404,0.056047785,0.377777778,0
3.89014E-4,58.502716393,0.749947207,0.055450473,0.4,0
3.91473E-4,58.775901847,0.752128338,0.054753609,0.4,0
3.93902E-4,59.011566781,0.75426438,0.054156297,0.4,0
3.99881E-4,59.250581517,0.75944421,0.053558985,0.4,0
4.04031E-4,59.532007777,0.762974998,0.05286212,0.4,0
4.06095E-4,59.775014928,0.764711383,0.052264808,0.4,0
4.09902E-4,60.020493047,0.767881531,0.051667496,0.4,0
4.10999E-4,60.266823451,0.768787292,0.051070184,0.4,0
4.1432E-4,60.514579549,0.77150726,0.050472872,0.4,0
4.15937E-4,60.764063594,0.772819555,0.04987556,0.4,0
4.18335E-4,61.014409086,0.774752416,0.049278248,0.4,0
4.20717E-4,61.265988204,0.776656433,0.048680936,0.4,0
4.22657E-4,61.519047799,0.778194386,0.048083624,0.4,0
4.251E-4,61.773771783,0.780116888,0.047486312,0.422222222,0
4.27221E-4,62.029631612,0.781772476,0.046889,0.422222222,0
4.28308E-4,62.286373929,0.782616245,0.046291687,0.422222222,0
4.31308E-4,62.501381739,0.784927048,0.045793927,0.422222222,0
4.35272E-4,62.761672933,0.787943455,0.045196615,0.422222222,0
4.38153E-4,63.02408028,0.790109593,0.044599303,0.422222222,0
4.43486E-4,63.289008791,0.794060188,0.044001991,0.422222222,0
4.44842E-4,63.511089959,0.795052743,0.043504231,0.422222222,0
4.48713E-4,63.779402693,0.797859904,0.042906919,0.422222222,0
4.51199E-4,64.004523945,0.799642654,0.042409159,0.422222222,0
4.55362E-4,64.276338914,0.802592964,0.041811847,0.444444444,0
4.57593E-4,64.504677818,0.804155921,0.041314087,0.444444444,0
4.60145E-4,64.780276044,0.805928525,0.040716775,0.444444444,0
4.64532E-4,65.011860154,0.808938223,0.040219014,0.466666667,0
4.66175E-4,65.291029584,0.810053553,0.039621702,0.466666667,0
4.7164E-4,65.525610013,0.813716615,0.039123942,0.466666667,0
4.73357E-4,65.762111259,0.814852417,0.038626182,0.488888889,0
4.8046E-4,66.001252678,0.819479586,0.038128422,0.488888889,0
4.84439E-4,66.291044128,0.822020984,0.03753111,0.488888889,0
4.86912E-4,66.533938565,0.823582386,0.03703335,0.511111111,0
4.92289E-4,66.778831353,0.826929882,0.03653559,0.511111111,0
4.97089E-4,67.026313838,0.829864736,0.03603783,0.511111111,0
4.99701E-4,67.275816717,0.831440693,0.03554007,0.511111111,0
5.07826E-4,67.528549273,0.836250671,0.03504231,0.555555556,0
5.11585E-4,67.783596543,0.838429087,0.03454455,0.555555556,0
5.16963E-4,68.040809862,0.841496098,0.034046789,0.555555556,0
5.19497E-4,68.300175331,0.842920371,0.033549029,0.555555556,0
5.21436E-4,68.508413821,0.844002179,0.033150821,0.555555556,0
5.27565E-4,68.770972631,0.8473717,0.032653061,0.555555556,0
5.33599E-4,69.03651597,0.850618007,0.032155301,0.555555556,0
5.35819E-4,69.250682629,0.851795293,0.031757093,0.555555556,0
5.38924E-4,69.519479602,0.853425583,0.031259333,0.555555556,0
5.47019E-4,69.791505016,0.857592944,0.030761573,0.555555556,0
5.50516E-4,70.011161658,0.859356416,0.030363365,0.555555556,0
5.55598E-4,70.288085783,0.861880357,0.029865605,0.555555556,0
5.57796E-4,70.510723841,0.862957705,0.029467397,0.555555556,0
5.61226E-4,70.790636445,0.864622266,0.028969637,0.577777778,0
5.65509E-4,71.01603955,0.866672649,0.028571429,0.577777778,0
5.6655E-4,71.299117749,0.867165982,0.028073668,0.577777778,0
5.68998E-4,71.526391382,0.868319655,0.02767546,0.577777778,0
5.72031E-4,71.754887685,0.869734893,0.027277252,0.577777778,0
5.77211E-4,72.042348034,0.872117547,0.026779492,0.6,0
5.83819E-4,72.274580061,0.875092921,0.026381284,0.622222222,0
5.86063E-4,72.508556943,0.876088007,0.025983076,0.622222222,0
5.9129E-4,72.803109867,0.878374433,0.025485316,0.622222222,0
5.94409E-4,73.040191373,0.879718261,0.025087108,0.622222222,0
5.98215E-4,73.278886838,0.881338488,0.0246889,0.622222222,0
6.04393E-4,73.519852596,0.883922069,0.024290692,0.622222222,0
6.10425E-4,73.763340089,0.886390119,0.023892484,0.644444444,0
6.25723E-4,74.012269275,0.892417168,0.023494276,0.644444444,0
6.32123E-4,74.264286149,0.894842444,0.023096068,0.644444444,0
6.39838E-4,74.519113385,0.897694039,0.02269786,0.644444444,0
6.43798E-4,74.776157442,0.899127409,0.022299652,0.666666667,0
6.58621E-4,75.03767561,0.904316527,0.021901444,0.666666667,0
6.69288E-4,75.30407896,0.907885198,0.021503235,0.666666667,0
6.7172E-4,75.505331544,0.908679873,0.021204579,0.688888889,0
6.84291E-4,75.77657072,0.912680082,0.020806371,0.688888889,0
6.91424E-4,76.052048068,0.914871225,0.020408163,0.688888889,0
6.98251E-4,76.260265072,0.916916963,0.020109507,0.688888889,0
7.06908E-4,76.541803342,0.919440635,0.019711299,0.688888889,0
7.10126E-4,76.754545065,0.920359081,0.019412643,0.688888889,0
7.16741E-4,77.039684795,0.922214175,0.019014435,0.688888889,0
7.21069E-4,77.255685267,0.923404642,0.018715779,0.688888889,0
7.26675E-4,77.545125914,0.924919293,0.018317571,0.688888889,0
7.30646E-4,77.763630155,0.925974179,0.018018915,0.688888889,0
7.40447E-4,78.057402315,0.928514726,0.017620707,0.688888889,0
7.53665E-4,78.283226647,0.931803418,0.017322051,0.688888889,0
7.57219E-4,78.510257198,0.93266151,0.017023395,0.688888889,0
7.71278E-4,78.8160414,0.935951473,0.016625187,0.688888889,0
7.74666E-4,79.047939411,0.936720113,0.016326531,0.711111111,0
7.82218E-4,79.28209648,0.938400239,0.016027875,0.711111111,0
7.9368E-4,79.518203736,0.940865196,0.015729219,0.711111111,0
8.04145E-4,79.758870049,0.94302963,0.015430562,0.733333333,0
8.09912E-4,80.001189792,0.94418826,0.015131906,0.733333333,0
8.15674E-4,80.326760663,0.945322457,0.014733698,0.733333333,0
8.30098E-4,80.573952902,0.948061481,0.014435042,0.733333333,0
8.42445E-4,80.825156159,0.950296939,0.014136386,0.733333333,0
8.48545E-4,81.079397618,0.951365626,0.01383773,0.733333333,0
8.64154E-4,81.336211203,0.953996604,0.013539074,0.733333333,0
8.83188E-4,81.511201573,0.957013016,0.01333997,0.733333333,0
8.92907E-4,81.77842821,0.958476153,0.013041314,0.733333333,0
9.03772E-4,82.048806528,0.960053027,0.012742658,0.733333333,0
9.07262E-4,82.320678427,0.960546666,0.012444002,0.733333333,0
9.125E-4,82.502691249,0.961276137,0.012244898,0.733333333,0
9.24468E-4,82.778120978,0.962892698,0.011946242,0.733333333,0
9.37413E-4,83.057548918,0.964565373,0.011647586,0.755555556,0
9.45554E-4,83.340348927,0.965578419,0.01134893,0.755555556,0
9.49446E-4,83.529977233,0.966052552,0.011149826,0.755555556,0
9.5085E-4,83.815090717,0.966221965,0.01085117,0.755555556,0
9.52679E-4,84.00559806,0.96644134,0.010652066,0.755555556,0
9.61882E-4,84.292786599,0.967523904,0.01035341,0.755555556,0
9.78651E-4,84.584324732,0.969407537,0.010054754,0.777777778,0
9.80218E-4,84.78023982,0.969577814,0.00985565,0.777777778,0
1.0016E-3,85.078268513,0.971809234,0.009556994,0.777777778,0
1.00898E-3,85.279763535,0.97254094,0.009357889,0.8,0
1.03221E-3,85.585487842,0.974722392,0.009059233,0.822222222,0
1.0389E-3,85.792687276,0.975317921,0.008860129,0.822222222,0
1.04064E-3,86.00071453,0.975470622,0.008661025,0.822222222,0
1.06589E-3,86.316380946,0.977580555,0.008362369,0.822222222,0
1.08233E-3,86.532283483,0.978856328,0.008163265,0.822222222,0
1.09459E-3,86.750163934,0.979760196,0.007964161,0.822222222,0
1.1057E-3,87.080871236,0.980545799,0.007665505,0.822222222,0
1.11673E-3,87.303274647,0.981295412,0.007466401,0.822222222,0
1.12814E-3,87.527989175,0.982040393,0.007267297,0.822222222,0
1.18082E-3,87.761262176,0.985113907,0.007068193,0.822222222,0
1.19746E-3,88.11868236,0.985971212,0.006769537,0.844444444,0
1.20905E-3,88.360443865,0.986538779,0.006570433,0.844444444,0
1.22005E-3,88.604084461,0.987056033,0.006371329,0.844444444,0
1.23686E-3,88.8501885,0.987808452,0.006172225,0.844444444,0
1.25143E-3,89.100427367,0.988425217,0.005973121,0.844444444,0
1.26891E-3,89.35417571,0.98912415,0.005774017,0.844444444,0
1.28745E-3,89.611272576,0.989819325,0.005574913,0.844444444,0
1.29847E-3,89.870769018,0.990211388,0.005375809,0.844444444,0
1.30307E-3,90.00107598,0.990370516,0.005276257,0.844444444,0
