X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
283432.84839999955,518748.5800000001,train,2.355566020528899E-4,57.86414874810558,0.7106227037774229
341560.7917999998,561934.8991999999,train,1.3152628545966767E-5,1.2132078516762494,0.06689584506627844
345341.2707000002,561250.3136,train,5.075190058886904E-5,10.908849553997513,0.23445680011654124
367192.16530000046,566080.1380000003,train,0.0013955621136964135,96.12428607244293,0.9993551924700146
288963.2324000001,529192.5636,train,1.2056095918104664E-4,31.680041629134504,0.4698845731095409
325820.34779999964,526520.8878000006,train,4.3556858617693083E-4,80.67374217697467,0.899030099973821
249245.27419999987,504954.94779999927,train,3.7907083229773655E-4,76.13893599099167,0.8640564708185474
235674.6785000004,491094.63639999926,train,2.5839296931175925E-4,61.721665038780614,0.7434007598707382
250680.01049999986,494533.94930000044,train,2.399852615821185E-4,58.56115330073026,0.7172910617737469
250089.55539999995,505210.56460000016,train,8.826439110389332E-5,22.36563176307966,0.3716412238757385
262139.38320000004,503505.7117999997,train,2.399898630645717E-4,58.56198869388493,0.7172979098223071
296705.6933000004,507042.2022999991,train,1.2189932414519965E-4,32.06271421863501,0.47360635381022376
283935.27969999984,502827.1476000007,train,8.8269547787537E-5,22.367534153660174,0.371658281048995
268199.06149999984,495242.82239999995,train,2.3355156810285282E-4,57.551029981751306,0.7075521623394356
321179.8317,512103.2279000003,train,2.4189596431188428E-4,58.87917764942403,0.7201204016927694
319609.16669999994,511710.7070000004,train,2.2143409604859888E-4,55.46700861461164,0.6882893146756492
346732.8163999999,495769.8884999994,train,3.438561949189816E-4,72.85466030462166,0.8363684111009809
352632.8702999996,513136.40220000036,train,1.5132964723831686E-4,39.75000184015317,0.5491560158970703
339954.8104999997,511845.71240000054,train,3.6067823277409163E-4,74.44597626789536,0.85023574409073
364482.7161999997,471363.6322000008,train,2.9150074665472853E-4,66.61877116233926,0.7844423123202338
230203.91779999994,472303.8679000009,train,0.005096802689160995,100.0,0.9999999999977738
227074.3197999997,481016.3654999994,train,1.9409438323186808E-4,50.264828877822744,0.6400381769443089
351324.93879999965,482099.01889999956,train,1.7858272486443268E-4,46.74347991032872,0.6094113726716981
213822.43869999982,485420.5658,train,1.2253554373227279E-5,1.048312267821779,0.06246905858067864
198362.83690000046,487271.4451000001,train,0.004810721806234984,98.99528157524708,0.999999999989963
198842.66390000004,487662.77779999934,train,0.00495044555132823,99.49030396995558,0.9999999999951897
227400.8677000003,552375.8587999996,train,1.1401568736668423E-4,29.719316857895503,0.45130069371929793
258774.66930000018,561570.7204999998,train,0.0014529968322846705,96.55830360935305,0.9995234358448944
206034.41009999998,567340.2126000002,train,5.883716710414931E-4,87.38876083744971,0.9548300516109365
253461.15299999993,569341.4365999997,train,3.1736761619202285E-4,70.12318319514695,0.8118838786996575
276704.42360000033,570616.3063999992,train,2.492796807426821E-4,60.31647643359746,0.7307904884635303
313606.88719999976,559464.9945,train,7.595065347452994E-5,18.55755583777931,0.32956038510704067
261371.1046000002,568123.0700000003,train,2.193313957254816E-4,55.082492334288915,0.684819792291064
343843.07930000033,525656.4442999996,train,4.4782122878767693E-5,9.230495075148129,0.21001660630996433
291671.65309999976,560470.6922999993,train,1.229845543571829E-4,32.364183507435136,0.4766050146333468
288450.8355999999,501600.82799999975,train,2.468279944873932E-4,59.83982491017559,0.7272934883850113
282569.8923000004,508299.6024999991,train,2.3144374156191863E-4,57.22942199205111,0.7042890668998252
285658.56769999955,500813.55959999934,train,2.8815424575587793E-5,4.611856980659975,0.14074624791148893
282694.1886,503426.28649999946,train,1.5815794703774442E-4,41.34007127143666,0.5650741260315
239876.2845999999,535097.7067000009,train,5.01162954980386E-4,84.26501376971628,0.9285127817578458
227813.62660000008,536050.7701999992,train,6.395216674967626E-5,15.00880144793248,0.28584757366727054
251373.17729999963,495234.93879999965,train,1.657564522701852E-4,43.55100297384402,0.5821279272869174
249369.66870000027,505200.20109999925,train,7.647361896861484E-4,91.67904057238309,0.9821499059711108
249453.67109999992,505087.0441999994,train,7.475566327718909E-4,91.42102118219819,0.9804603467783167
249378.4933000002,505119.45519999973,train,0.0012999802902793657,95.85300478087018,0.9989335224523321
249772.60259999987,540348.9332999997,train,3.9326407244461924E-5,7.596562256297264,0.18699922598582852
224399.81379999965,527124.2047000006,train,0.0011333753531614298,94.98784999662527,0.9974364121930298
223423.5806,527664.0107000005,train,9.110934377523109E-4,93.29534715480774,0.9917389583133138
230163.23080000002,532929.7059000004,train,0.0012429130880485368,95.6624141584468,0.9985598085833873
233396.5674999999,535695.1184,train,5.472240957675643E-4,85.99155212083932,0.9439052474794318
224954.60580000002,544069.8357999995,train,2.3410006407407309E-4,57.62065912121308,0.7083953607828508
223540.08540000021,523869.26600000076,train,9.538113808158546E-4,93.97023270040218,0.9934026130575012
239079.38480000012,504119.5078999996,train,6.919347295162879E-5,16.472454346587966,0.30528271044649746
269652.4184999997,497685.02339999937,train,5.941949237453883E-4,87.53800255070239,0.9561937250536646
201703.45139999967,526256.4321999997,train,6.742289930998876E-4,89.80973390952563,0.9712551277761775
201450.25179999974,524246.34520000033,train,2.3696580778977602E-4,58.125054454505374,0.7127614721499782
202270.05950000044,524668.8820999991,train,8.788292717480946E-4,93.02622890260314,0.9902096554175268
204624.38480000012,528119.6037000008,train,2.9057663722232045E-4,66.51183816203145,0.783391128928897
204185.8348000003,524151.69629999995,train,0.001095238594288635,94.55681981209881,0.9968664441932721
208981.48730000015,497204.84600000083,train,3.465008912442636E-5,6.312993694179719,0.16673703925239058
207192.45799999963,507510.09380000085,train,8.50155188487606E-5,21.4037436475038,0.3608020989292705
259400.70749999955,505406.6849000007,train,2.0660803073753188E-4,52.978439109941874,0.6629864047855296
260088.32890000008,504812.83999999985,train,1.9637600795761135E-4,50.73517945731729,0.644335815575466
285250.6462000003,501102.3344999999,train,4.36991229265558E-5,8.844839956824456,0.20549992175697962
273394.4621000001,511639.99909999967,train,2.8381390998009985E-4,65.64947517331467,0.7755408265306165
270472.46109999996,513048.6632000003,train,2.6372064514589754E-4,62.46390724860466,0.7504973878402692
270533.6830000002,512805.6094000004,train,3.1393180134994337E-4,69.56148325373692,0.8084504819452131
270446.4166000001,513214.93349999934,train,3.006767314590104E-4,68.00934467468176,0.7946072335976346
261811.71860000025,497007.4406000003,train,4.0330841850162144E-4,78.3092791395149,0.8803408402082751
260045.7648,499380.92909999937,train,2.0568660851968062E-4,52.74790696437249,0.6613477231087341
265471.31879999954,494506.62780000083,train,9.148764936878741E-5,23.303780774558263,0.38221325014656804
261684.8108000001,497362.6280000005,train,3.247393823229132E-4,70.94727548737148,0.8190442053717227
217210.7511,529168.8044000007,train,6.987631774763073E-4,90.2979033432575,0.9747378854055125
217242.8038999997,529138.0409999993,train,5.142149809775236E-4,84.83661481144887,0.9332596436412814
216909.37079999968,512641.1827000007,train,3.9261463144473727E-4,77.38033394559288,0.8734114692374233
224590.36670000013,511812.9657000005,train,3.0898909755183387E-4,69.02901916185897,0.8034010473708382
304669.2296000002,538762.0037999991,train,1.0605759717472275E-4,27.409388180535196,0.42782562877015573
357859.56879999954,514136.2866999991,train,2.867528511444342E-4,66.07374998610273,0.7789867674149038
352919.3898,513063.26779999956,train,3.2764084257247715E-4,71.23151226466166,0.8217871145423812
364822.9511000002,521255.62319999933,train,1.3732860111013128E-5,1.3217733037897974,0.06974163706869518
319316.9062999999,485199.92650000006,train,1.4623651339297548E-4,38.51450597271745,0.5369047438286859
319740.27890000027,501261.4799000006,train,2.754500648815955E-4,64.40407911217626,0.7654372759624796
320507.5641000001,511730.0031000003,train,2.657208306577446E-4,62.782572461570695,0.7531107266860491
320911.33999999985,511801.7882000003,train,3.0978044525679265E-4,69.10998462935345,0.804218342748738
314012.21219999995,525142.3534999993,train,6.541245390330453E-5,15.467541921562367,0.2913164204805312
315306.5312999999,525868.0829000007,train,5.822480821630014E-4,87.15480967226422,0.9533502307048739
260774.0756000001,470817.4076000005,train,2.4259932393512062E-4,58.98318359829395,0.7211547806713212
262885.9243000001,471318.8906999994,train,2.6754248378993363E-4,63.173825733228,0.7554669801000299
300358.1294,513771.2951999996,train,3.46616415900217E-4,73.10009957231172,0.8387288586708594
303294.8457000004,516140.4350000005,train,3.0165566411411956E-4,68.13969015051627,0.7956629668285267
311635.4715999998,554670.6630000006,train,1.598178526585059E-5,1.7308388323864965,0.08068989770446089
322995.5410000002,515143.30849999934,train,1.426210008961024E-4,37.60994388218401,0.5280062915737214
329097.2571999999,506345.76180000044,train,1.998038609635489E-4,51.4966966939967,0.650696217713906
328470.4631000003,491220.3242000006,train,1.3188327250899517E-4,34.72380227206065,0.5005579785755183
332269.27049999963,497669.92200000025,train,7.77898318801485E-5,19.061334283906493,0.3360201634539791
343446.71949999966,503895.6283,train,2.614864385746327E-4,62.25449209089275,0.7475455692979471
345718.36649999954,502114.0603,train,5.182327908774521E-5,11.284817609670892,0.23876229700957086
342069.83389999997,557090.8495000005,train,9.229190762525128E-4,93.75585625315259,0.9922375514325968
335191.0488,532340.8892000001,train,3.3667825015020484E-4,72.25329248348602,0.8300670687011152
338751.7786999997,562229.0634000003,train,2.4442595868698894E-4,59.3211220921541,0.7238232568122371
346202.3958999999,561070.8542,train,6.062883728058024E-4,87.77856210081991,0.9588956323677288
354507.6191999996,565766.6943999995,train,8.97758358504878E-5,22.857445336944323,0.3766209807042059
363498.1397000002,492095.54030000046,train,1.0578162036738464E-4,27.29969171261834,0.42699376678232726
317006.2326999996,534435.7320000008,train,0.0036107865076821805,98.5142002086876,0.9999999944418883
320205.01180000044,533814.4503000006,train,1.954548000619333E-4,50.516618291953044,0.6426068512316134
