X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
220573.0354,471909.5487,train,2.3810695147555956E-4,56.28683646883965,0.700325326136966
235980.4289,472330.6729,train,1.2586927979195964E-4,31.377797681568623,0.4711358306907468
280251.4241,472370.9572,train,1.154893942595954E-4,28.657701306954866,0.4426105616698224
262731.616,486295.6493,train,4.656131635913329E-4,79.27987514449379,0.9052454438206812
261122.1379,465603.2671,train,2.0295110848425214E-4,49.70123251392947,0.6419685003461937
252671.4945,471702.5055,train,4.04635674479082E-4,75.41334430195921,0.8709891350122003
237074.2737,564936.0392,train,4.1987096656855455E-4,76.50362459036808,0.8805627765923445
351957.9565,484231.0032,train,1.2358270900262062E-4,30.822490983875475,0.46498009556183384
351111.6773,468597.208,train,8.651202688400212E-6,0.6427518449370216,0.04283901516754596
257516.3149,554080.7106,train,0.001996190426293225,98.68107623742645,0.9999590315147174
274234.283,544842.9088,train,3.737112625312559E-4,72.92321361297651,0.8491320601376557
276526.8165,570491.2497,train,0.0012919248747861258,96.26500476613985,0.998553232939036
283689.176,561874.5595,train,4.208931386514584E-4,76.60333233349178,0.8811790545846945
253570.774,569055.4267,train,5.272601593849024E-5,10.863583830694006,0.23420903761514678
259768.4948,560751.5136,train,0.001128757486367576,95.20203295468417,0.9966960437941855
202527.0261,537135.0087,train,3.9472950516996036E-4,74.77729093201053,0.8643562874744259
218146.294,540055.1236,train,4.140833784233842E-4,76.04607386620081,0.8770126070077534
218190.7428,539732.7417,train,0.0019585378530953255,98.08642037147152,0.9999504311525762
252419.1688,539961.2464,train,1.0381513501376835E-4,25.351285192653624,0.4086857979858547
259111.0806,535524.9931,train,1.8721893609293966E-4,46.383894912895144,0.6122962962156266
281385.5905,542503.5231,train,0.003162378426676188,99.99999845602939,0.9999998880012042
341135.1899,562315.0134,train,1.2675620624291077E-4,31.582219530110134,0.4735044387855477
326879.669,527680.3667,train,1.532106275300342E-4,38.65279747939831,0.5394795615932326
250201.6622,496106.1461,train,2.4360290825131892E-4,57.04631087342067,0.7085459202700548
367269.5048,544489.3833,train,1.8856324945327058E-4,46.76844980668972,0.6149251094706503
283935.2797,502827.1476,train,1.6743076752217102E-4,42.00059918113743,0.5714578082697863
294025.7175,512816.8642,train,5.370419191994978E-4,82.67259263423917,0.9339911095035641
282314.8561,512452.3552,train,1.1896372927543292E-5,1.0981442727876203,0.058430834064935766
344867.7989,502322.0833,train,0.001226173498135084,95.84816586351003,0.9979820164589902
345974.2355,509601.0201,train,4.036305852507027E-5,7.406879879414701,0.18476363575267474
336951.8223,509147.1968,train,3.7656015052208824E-4,73.17586607098912,0.8512916984887386
341022.5915,499330.2857,train,7.171327107202436E-4,89.10210259389925,0.9734680132559052
303596.4099,515255.7991,train,2.066413103051674E-4,50.457655237739175,0.6485930752518632
198268.7348,475611.3619,train,4.962643706928692E-5,10.048010828853466,0.22210139572982568
215665.2322,480121.4971,train,4.598773325435138E-5,8.98693971133206,0.2076433195384707
340056.8586,480707.3354,train,8.370099765164993E-5,19.622955918783454,0.34532099553812834
351642.8435,482320.5088,train,9.18051037650404E-5,21.956692970528884,0.3716293402293369
361502.7762,485305.8171,train,1.916455518208618E-4,47.25574968778962,0.6208854800296577
222855.1957,547064.4996,train,2.862196468098722E-4,63.447096154931565,0.7650907166359215
259312.9625,561022.6865,train,1.7495972524915972E-4,43.561934165957325,0.5874797941966206
208812.5712,562050.2128,train,3.1850112002312225E-4,67.24539708726847,0.8004982367770056
